,Vehicle,engine_type,engine_config,cylinders,displacement,hp,tq
13292,"2010 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,360,380
13293,"2010 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLT",v8,v,8,6.0,360,380
13294,"2010 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLE",v8,v,8,6.0,360,380
13295,"2010 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" Work Truck",v8,v,8,6.0,360,380
13296,"2010 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLT",v8,v,8,6.0,360,380
13297,"2010 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLE",v8,v,8,6.0,360,380
13298,"2010 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" Work Truck",v8,v,8,6.0,360,380
13299,"2010 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLT",v8,v,8,6.0,360,380
13300,"2010 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLE",v8,v,8,6.0,360,380
13301,"2010 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" Work Truck",v8,v,8,6.0,360,380
13302,"2010 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" SLE",v8,v,8,6.0,360,380
13303,"2010 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,360,380
13304,"2010 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLT",v8,v,8,6.0,360,380
13305,"2010 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLE",v8,v,8,6.0,360,380
13306,"2010 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,360,380
13307,"2010 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLT",v8,v,8,6.0,360,380
13308,"2010 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLE",v8,v,8,6.0,360,380
13309,"2010 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" Work Truck",v8,v,8,6.0,360,380
13310,"2010 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLT",v8,v,8,6.0,360,380
13311,"2010 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLE",v8,v,8,6.0,360,380
13312,"2010 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" Work Truck",v8,v,8,6.0,360,380
13313,"2010 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLT",v8,v,8,6.0,360,380
13314,"2009 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLE",v8,v,8,6.0,360,380
13315,"2009 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" Work Truck",v8,v,8,6.0,360,380
13316,"2009 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" SLE",v8,v,8,6.0,360,380
13317,"2009 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,360,380
13318,"2009 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLT",v8,v,8,6.0,360,380
13319,"2009 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLE",v8,v,8,6.0,360,380
13320,"2009 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,360,380
13321,"2009 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLT",v8,v,8,6.0,360,380
13322,"2009 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLE",v8,v,8,6.0,360,380
13323,"2009 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" Work Truck",v8,v,8,6.0,360,380
13324,"2009 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLT",v8,v,8,6.0,360,380
13325,"2009 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLE",v8,v,8,6.0,360,380
13326,"2009 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" Work Truck",v8,v,8,6.0,360,380
13327,"2009 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLT",v8,v,8,6.0,360,380
13328,"2009 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLE",v8,v,8,6.0,360,380
13329,"2009 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" Work Truck",v8,v,8,6.0,360,380
13330,"2009 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" SLE",v8,v,8,6.0,360,380
13331,"2009 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,360,380
13332,"2009 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLT",v8,v,8,6.0,360,380
13333,"2009 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLE",v8,v,8,6.0,360,380
13334,"2009 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,360,380
13335,"2009 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLT",v8,v,8,6.0,360,380
13336,"2009 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLE",v8,v,8,6.0,360,380
13337,"2009 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" Work Truck",v8,v,8,6.0,360,380
13338,"2009 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLT",v8,v,8,6.0,360,380
13339,"2009 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLE",v8,v,8,6.0,360,380
13340,"2009 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" Work Truck",v8,v,8,6.0,360,380
13341,"2009 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLT",v8,v,8,6.0,360,380
13342,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLE1",v8,v,8,6.0,353,373
13343,"2008 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" Work Truck",v8,v,8,6.0,353,373
13344,"2008 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" SLE1",v8,v,8,6.0,353,373
13345,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,353,373
13346,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLT",v8,v,8,6.0,353,373
13347,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLE2",v8,v,8,6.0,353,373
13348,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLE1",v8,v,8,6.0,353,373
13349,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,353,373
13350,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLT",v8,v,8,6.0,353,373
13351,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLE2",v8,v,8,6.0,353,373
13352,"2008 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLE1",v8,v,8,6.0,353,373
13353,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" Work Truck",v8,v,8,6.0,353,373
13354,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLT",v8,v,8,6.0,353,373
13355,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLE2",v8,v,8,6.0,353,373
13356,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLE1",v8,v,8,6.0,353,373
13357,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" Work Truck",v8,v,8,6.0,353,373
13358,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLT",v8,v,8,6.0,353,373
13359,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLE2",v8,v,8,6.0,353,373
13360,"2008 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLE1",v8,v,8,6.0,353,373
13361,"2008 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" Work Truck",v8,v,8,6.0,353,373
13362,"2008 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" SLE1",v8,v,8,6.0,353,373
13363,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,353,373
13364,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLT",v8,v,8,6.0,353,373
13365,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLE2",v8,v,8,6.0,353,373
13366,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLE1",v8,v,8,6.0,353,373
13367,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,353,373
13368,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLT",v8,v,8,6.0,353,373
13369,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLE2",v8,v,8,6.0,353,373
13370,"2008 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLE1",v8,v,8,6.0,353,373
13371,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" Work Truck",v8,v,8,6.0,353,373
13372,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLT",v8,v,8,6.0,353,373
13373,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLE2",v8,v,8,6.0,353,373
13374,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLE1",v8,v,8,6.0,353,373
13375,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" Work Truck",v8,v,8,6.0,353,373
13376,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLT",v8,v,8,6.0,353,373
13377,"2008 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLE2",v8,v,8,6.0,353,373
13378,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLE1",v8,v,8,6.0,353,373
13379,"2007 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" Work Truck",v8,v,8,6.0,353,373
13380,"2007 GMC Sierra 2500HD Specs: 4WD Reg Cab 133"" SLE1",v8,v,8,6.0,353,373
13381,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,353,373
13382,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLT",v8,v,8,6.0,353,373
13383,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLE2",v8,v,8,6.0,353,373
13384,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 157.5"" SLE1",v8,v,8,6.0,353,373
13385,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,353,373
13386,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLT",v8,v,8,6.0,353,373
13387,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLE2",v8,v,8,6.0,353,373
13388,"2007 GMC Sierra 2500HD Specs: 4WD Ext Cab 143.5"" SLE1",v8,v,8,6.0,353,373
13389,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" Work Truck",v8,v,8,6.0,353,373
13390,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLT",v8,v,8,6.0,353,373
13391,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLE2",v8,v,8,6.0,353,373
13392,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 167"" SLE1",v8,v,8,6.0,353,373
13393,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" Work Truck",v8,v,8,6.0,353,373
13394,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLT",v8,v,8,6.0,353,373
13395,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLE2",v8,v,8,6.0,353,373
13396,"2007 GMC Sierra 2500HD Specs: 4WD Crew Cab 153"" SLE1",v8,v,8,6.0,353,373
13397,"2007 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" Work Truck",v8,v,8,6.0,353,373
13398,"2007 GMC Sierra 2500HD Specs: 2WD Reg Cab 133"" SLE1",v8,v,8,6.0,353,373
13399,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" Work Truck",v8,v,8,6.0,353,373
13400,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLT",v8,v,8,6.0,353,373
13401,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLE2",v8,v,8,6.0,353,373
13402,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 157.5"" SLE1",v8,v,8,6.0,353,373
13403,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" Work Truck",v8,v,8,6.0,353,373
13404,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLT",v8,v,8,6.0,353,373
13405,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLE2",v8,v,8,6.0,353,373
13406,"2007 GMC Sierra 2500HD Specs: 2WD Ext Cab 143.5"" SLE1",v8,v,8,6.0,353,373
13407,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" Work Truck",v8,v,8,6.0,353,373
13408,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLT",v8,v,8,6.0,353,373
13409,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLE2",v8,v,8,6.0,353,373
13410,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 167"" SLE1",v8,v,8,6.0,353,373
13411,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" Work Truck",v8,v,8,6.0,353,373
13412,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLT",v8,v,8,6.0,353,373
13413,"2007 GMC Sierra 2500HD Specs: 2WD Crew Cab 153"" SLE2",v8,v,8,6.0,353,373
13414,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 2WD SL",v8,v,8,6.0,300,360
13415,"2006 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13416,"2006 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD SLE1",v8,v,8,6.0,300,360
13417,"2006 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD SL",v8,v,8,6.0,300,360
13418,"2006 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 2WD Work Truck",v8,v,8,6.0,300,360
13419,"2006 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 2WD SLE1",v8,v,8,6.0,300,360
13420,"2006 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 2WD SL",v8,v,8,6.0,300,360
13421,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13422,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SLT",v8,v,8,6.0,300,360
13423,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SLE2",v8,v,8,6.0,300,360
13424,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SLE1",v8,v,8,6.0,300,360
13425,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SL",v8,v,8,6.0,300,360
13426,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 2WD Work Truck",v8,v,8,6.0,300,360
13427,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 2WD SLT",v8,v,8,6.0,300,360
13428,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 2WD SLE2",v8,v,8,6.0,300,360
13429,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 2WD SLE1",v8,v,8,6.0,300,360
13430,"2006 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 2WD SL",v8,v,8,6.0,300,360
13431,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13432,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SLT",v8,v,8,6.0,300,360
13433,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SLE2",v8,v,8,6.0,300,360
13434,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SLE1",v8,v,8,6.0,300,360
13435,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SL",v8,v,8,6.0,300,360
13436,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 2WD Work Truck",v8,v,8,6.0,300,360
13437,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 2WD SLT",v8,v,8,6.0,300,360
13438,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 2WD SLE2",v8,v,8,6.0,300,360
13439,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 2WD SLE1",v8,v,8,6.0,300,360
13440,"2006 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 2WD SL",v8,v,8,6.0,300,360
13441,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13442,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SLT",v8,v,8,6.0,300,360
13443,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SLE2",v8,v,8,6.0,300,360
13444,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SLE1",v8,v,8,6.0,300,360
13445,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SL",v8,v,8,6.0,300,360
13446,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 2WD Work Truck",v8,v,8,6.0,300,360
13447,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 2WD SLT",v8,v,8,6.0,300,360
13448,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 2WD SLE2",v8,v,8,6.0,300,360
13449,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 2WD SLE1",v8,v,8,6.0,300,360
13450,"2006 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 2WD SL",v8,v,8,6.0,300,360
13451,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13452,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD SLT",v8,v,8,6.0,300,360
13453,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD SLE2",v8,v,8,6.0,300,360
13454,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD SLE1",v8,v,8,6.0,300,360
13455,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD SL",v8,v,8,6.0,300,360
13456,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 2WD Work Truck",v8,v,8,6.0,300,360
13457,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 2WD SLT",v8,v,8,6.0,300,360
13458,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 2WD SLE2",v8,v,8,6.0,300,360
13459,"2006 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 2WD SLE1",v8,v,8,6.0,300,360
13460,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB",v8,v,8,6.0,300,360
13461,"2005 GMC Sierra 2500HD Specs: Reg Cab 133"" WB Work Truck",v8,v,8,6.0,300,360
13462,"2005 GMC Sierra 2500HD Specs: Reg Cab 133"" WB SLE",v8,v,8,6.0,300,360
13463,"2005 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13464,"2005 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD SLE",v8,v,8,6.0,300,360
13465,"2005 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD",v8,v,8,6.0,300,360
13466,"2005 GMC Sierra 2500HD Specs: Reg Cab 133"" WB",v8,v,8,6.0,300,360
13467,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB Work Truck",v8,v,8,6.0,300,360
13468,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB SLT",v8,v,8,6.0,300,360
13469,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB SLE",v8,v,8,6.0,300,360
13470,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13471,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SLT",v8,v,8,6.0,300,360
13472,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SLE",v8,v,8,6.0,300,360
13473,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD",v8,v,8,6.0,300,360
13474,"2005 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB",v8,v,8,6.0,300,360
13475,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB Work Truck",v8,v,8,6.0,300,360
13476,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB SLT",v8,v,8,6.0,300,360
13477,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB SLE",v8,v,8,6.0,300,360
13478,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13479,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SLT",v8,v,8,6.0,300,360
13480,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SLE",v8,v,8,6.0,300,360
13481,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD",v8,v,8,6.0,300,360
13482,"2005 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB",v8,v,8,6.0,300,360
13483,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB Work Truck",v8,v,8,6.0,300,360
13484,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB SLT",v8,v,8,6.0,300,360
13485,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB SLE",v8,v,8,6.0,300,360
13486,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13487,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SLT",v8,v,8,6.0,300,360
13488,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SLE",v8,v,8,6.0,300,360
13489,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD",v8,v,8,6.0,300,360
13490,"2005 GMC Sierra 2500HD Specs: Crew Cab 167"" WB",v8,v,8,6.0,300,360
13491,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB Work Truck",v8,v,8,6.0,300,360
13492,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB SLT",v8,v,8,6.0,300,360
13493,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB SLE",v8,v,8,6.0,300,360
13494,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13495,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD SLT",v8,v,8,6.0,300,360
13496,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD SLE",v8,v,8,6.0,300,360
13497,"2005 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD",v8,v,8,6.0,300,360
13498,"2004 GMC Sierra 2500HD Specs: Crew Cab 153"" WB",v8,v,8,6.0,300,360
13499,"2004 GMC Sierra 2500HD Specs: Reg Cab 133"" WB Work Truck",v8,v,8,6.0,300,360
13500,"2004 GMC Sierra 2500HD Specs: Reg Cab 133"" WB SLE",v8,v,8,6.0,300,360
13501,"2004 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13502,"2004 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD SLE",v8,v,8,6.0,300,360
13503,"2004 GMC Sierra 2500HD Specs: Reg Cab 133"" WB 4WD",v8,v,8,6.0,300,360
13504,"2004 GMC Sierra 2500HD Specs: Reg Cab 133"" WB",v8,v,8,6.0,300,360
13505,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB Work Truck",v8,v,8,6.0,300,360
13506,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB SLT",v8,v,8,6.0,300,360
13507,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB SLE",v8,v,8,6.0,300,360
13508,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13509,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SLT",v8,v,8,6.0,300,360
13510,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD SLE",v8,v,8,6.0,300,360
13511,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB 4WD",v8,v,8,6.0,300,360
13512,"2004 GMC Sierra 2500HD Specs: Ext Cab 157.5"" WB",v8,v,8,6.0,300,360
13513,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB Work Truck",v8,v,8,6.0,300,360
13514,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB SLT",v8,v,8,6.0,300,360
13515,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB SLE",v8,v,8,6.0,300,360
13516,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13517,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SLT",v8,v,8,6.0,300,360
13518,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD SLE",v8,v,8,6.0,300,360
13519,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB 4WD",v8,v,8,6.0,300,360
13520,"2004 GMC Sierra 2500HD Specs: Ext Cab 143.5"" WB",v8,v,8,6.0,300,360
13521,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB Work Truck",v8,v,8,6.0,300,360
13522,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB SLT",v8,v,8,6.0,300,360
13523,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB SLE",v8,v,8,6.0,300,360
13524,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD Work Truck",v8,v,8,6.0,300,360
13525,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SLT",v8,v,8,6.0,300,360
13526,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD SLE",v8,v,8,6.0,300,360
13527,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB 4WD",v8,v,8,6.0,300,360
13528,"2004 GMC Sierra 2500HD Specs: Crew Cab 167"" WB",v8,v,8,6.0,300,360
13529,"2004 GMC Sierra 2500HD Specs: Crew Cab 153"" WB Work Truck",v8,v,8,6.0,300,360
13530,"2004 GMC Sierra 2500HD Specs: Crew Cab 153"" WB SLT",v8,v,8,6.0,300,360
13531,"2004 GMC Sierra 2500HD Specs: Crew Cab 153"" WB SLE",v8,v,8,6.0,300,360
13532,"2004 GMC Sierra 2500HD Specs: Crew Cab 153"" WB 4WD Work Truck",v8,v,8,6.0,300,360
